area_class,n_glaciers,rgi_area_km2,vol_2020_m3,experiment,gcm,period_scenario,temp_ch_ipcc,area_steady,volume_steady,mass_remaining
10-100 km2,5955,166830.554,22748767581136.9,53,mri-esm2-0,2021-2040_ssp126,1.72632431,82778.68689342424,9390503579756.748,41.27917499822399
10-100 km2,5955,166830.554,22748767581136.9,54,mri-esm2-0,2041-2060_ssp126,1.996245332,74416.21096245688,8389695302867.682,36.87977941198165
10-100 km2,5955,166830.554,22748767581136.9,55,mri-esm2-0,2061-2080_ssp126,2.09126599,77000.1075805361,8677421975273.797,38.14458055507608
10-100 km2,5955,166830.554,22748767581136.9,56,mri-esm2-0,2081-2100_ssp126,1.94778826,83271.72817527811,9391738120594.97,41.2846018453436
10-100 km2,5955,166830.554,22748767581136.9,57,mri-esm2-0,2021-2040_ssp370,1.705488886,92943.7459562307,10751299356213.98,47.261018944731205
10-100 km2,5955,166830.554,22748767581136.9,58,mri-esm2-0,2041-2060_ssp370,2.404955866,71811.67331240444,8161012541751.216,35.874526005172534
10-100 km2,5955,166830.554,22748767581136.9,59,mri-esm2-0,2061-2080_ssp370,3.105613809,46429.488902861376,5120461199545.324,22.508741105567278
10-100 km2,5955,166830.554,22748767581136.9,60,mri-esm2-0,2081-2100_ssp370,3.811452497,32910.052032677195,3467509957938.242,15.242627740473619
10-100 km2,5955,166830.554,22748767581136.9,61,mri-esm2-0,2021-2040_ssp585,1.911734937,79861.63113187901,8951232136344.12,39.34820690579481
10-100 km2,5955,166830.554,22748767581136.9,62,mri-esm2-0,2041-2060_ssp585,2.687007085,47786.977878148056,5125527455314.631,22.531011568137338
10-100 km2,5955,166830.554,22748767581136.9,63,mri-esm2-0,2061-2080_ssp585,3.541685939,43774.70351112219,4840878235773.865,21.279738423227304
10-100 km2,5955,166830.554,22748767581136.9,64,mri-esm2-0,2081-2100_ssp585,4.594325176,16513.65050183962,1594073963176.986,7.007298120618982
10-100 km2,5955,166830.554,22748767581136.9,65,ukesm1-0-ll,1851-1870_hist,0.373094842,169234.9788408986,22728891017040.434,99.9126257542279
10-100 km2,5955,166830.554,22748767581136.9,66,ukesm1-0-ll,1901-1920_hist,0.353528895,175445.14362499816,23839529448569.906,104.79481740513037
10-100 km2,5955,166830.554,22748767581136.9,67,ukesm1-0-ll,1951-1970_hist,0.23742077,181706.2434244289,25041781634789.418,110.07972869507827
10-100 km2,5955,166830.554,22748767581136.9,68,ukesm1-0-ll,1995-2014_hist,1.058767333,129529.22783467965,16082576715401.893,70.6964746905122
10-100 km2,5955,166830.554,22748767581136.9,69,ukesm1-0-ll,2021-2040_ssp126,2.176143904,68869.38743099126,7580692447758.533,33.32353025596158
