RGIId,fa_gta_obs,fa_gta_obs_unc,Romain_gta_mbtot,Romain_gta_mbclim,Romain_mwea_mbtot,Romain_mwea_mbclim,thick_measured_yn,start_date,end_date,source,area_km2
RGI60-01.10299,0.0005783889299299146,0.000519378746223313,-0.010989675197596959,-0.010411286267667044,-0.5703589112340856,-0.5403408011067901,,20009999,20199999,Kochtitzky et al.,19.267999466894626
RGI60-01.10325,0.07363273723110532,0.011341740352730448,-0.13181347602243132,-0.058180738791325994,-1.414510553188895,-0.6243463983807865,,20009999,20199999,Kochtitzky et al.,93.18663316103857
RGI60-01.10355,0.0005221027639088251,0.0005454106482821169,-0.007374145140357462,-0.006852042376448638,-0.5246375064408659,-0.4874922256050005,,20009999,20199999,Kochtitzky et al.,14.055695694315812
RGI60-01.10402,0.00023879602532645049,0.0009580358793086967,0.0025333614474122197,0.00277215747273867,0.10948015843409344,0.11979981760190647,,20009999,20199999,Kochtitzky et al.,23.13991396840453
RGI60-01.10431,0.00011521646353376987,0.0010815306256864233,0.0013948075036832154,0.0015100239672169856,0.0830732712432777,0.08993544290607505,,20009999,20199999,Kochtitzky et al.,16.790087627566294
RGI60-01.10575,0.5393763143342862,0.012857268228570749,0.024604621803173528,0.5639809361374598,0.05477203938460511,1.2554708742689609,1.0,20009999,20199999,Kochtitzky et al.,449.2186538902037
RGI60-01.10607,0.07637176722025855,0.006340055713774313,0.0005805083328536436,0.0769522755531122,0.004778838128005162,0.6334835309636914,,20009999,20199999,Kochtitzky et al.,121.47478472889105
RGI60-01.10612,0.16429857010179855,0.005282670709882196,-0.0439703601870267,0.12032820991477185,-0.28896808346093544,0.79078297420033,1.0,20009999,20199999,Kochtitzky et al.,152.16337963832916
RGI60-01.10689,3.4225015287080227,0.12763653993541468,-3.842092868395902,-0.4195913396878792,-4.255244593467843,-0.4647112500480031,1.0,20009999,20199999,Kochtitzky et al.,773.2562603950513
RGI60-01.10836,0.003055041326448489,0.003051846949293933,-0.06906560931472915,-0.06601056798828066,-0.5335343636695647,-0.5099340574351955,,20009999,20199999,Kochtitzky et al.,129.4492239257221
RGI60-01.13638,0.001817192172282104,0.003484559143364557,-0.009300581103167366,-0.007483388930885263,-0.07684118859242657,-0.061827588380773464,,20009999,20199999,Kochtitzky et al.,121.03640343850729
RGI60-01.14391,0.0189371024165334,0.016608296789131182,-0.06743518449066263,-0.048498082074129235,-0.3812546854922287,-0.27419100530092944,,20009999,20199999,Kochtitzky et al.,176.87699864881324
RGI60-01.14443,3.788821631305791,0.056165522546144736,0.2935341544765316,4.0823557857823225,0.09236836259675472,1.2846222959728837,1.0,20009999,20199999,Kochtitzky et al.,2832.7262430734954
RGI60-01.14683,1.528583986091684,0.013281555300869484,-0.1174760867705189,1.4111078993211652,-0.11536139544436648,1.3857064945162132,1.0,20009999,20199999,Kochtitzky et al.,1018.3310137503688
RGI60-01.14876,0.0028573602551994672,0.0018493954049390586,-0.01608244464301816,-0.013225084387818694,-0.6167957598087872,-0.5072099518813651,,20009999,20199999,Kochtitzky et al.,26.074181586468555
RGI60-01.14878,0.4486631598505342,0.01207792883626368,-0.19784603108999066,0.2508171287605435,-0.6980251925885865,0.8849137566371534,,20009999,20199999,Kochtitzky et al.,283.4368059930473
RGI60-01.17807,0.1888874724101706,0.008091551282273882,-0.040158668273436574,0.148728804136734,-0.2837837079721065,1.051001274066096,,20009999,20199999,Kochtitzky et al.,141.51153552967116
RGI60-01.17840,0.024185123337813908,0.005080913619814061,-0.02713027940183696,-0.002945156064023052,-0.2793665552765848,-0.030326930739325717,,20009999,20199999,Kochtitzky et al.,97.11355525351568
RGI60-01.17876,0.015928472852055883,0.009680194380536631,-0.04778857202466255,-0.03186009917260667,-0.4343277846408317,-0.28956140988967244,,20009999,20199999,Kochtitzky et al.,110.0288162871768
RGI60-01.20470,0.0011342275436295574,0.000850249767002318,-0.10239674977197527,-0.10126252222834572,-0.98817239990632,-0.9772266193388296,,20009999,20199999,Kochtitzky et al.,103.62235353029756
RGI60-01.20734,0.15806277057626347,0.007755938986863109,0.01866188615780567,0.17672465673406915,0.08129958396961598,0.7698922256924974,,20009999,20199999,Kochtitzky et al.,229.54466980766048
RGI60-01.20791,0.00747629451377103,0.007479781010777134,-0.07444675734863662,-0.06697046283486559,-0.6188190412308159,-0.5566743143449279,,20009999,20199999,Kochtitzky et al.,120.30456787587507
RGI60-01.20830,0.0002936131624001877,0.0004099907170512936,-0.014001712850680258,-0.013708099688280071,-0.6146433899348821,-0.601754439033537,,20009999,20199999,Kochtitzky et al.,22.780221962793185
RGI60-01.20891,0.042432387527665635,0.0065815370148857395,-0.031805710565986085,0.010626676961679543,-0.2010758948662548,0.06718191612450397,,20009999,20199999,Kochtitzky et al.,158.1776402742934
RGI60-01.20968,0.00025327832624873767,0.007602255286165886,-0.3061604489929129,-0.30590717066666423,-2.70116430351531,-2.6989297027497066,,20009999,20199999,Kochtitzky et al.,113.34388233787706
RGI60-01.23642,0.0035297523742467913,0.004411220711278608,-0.0588470118413214,-0.055317259467074616,-0.3296818810830293,-0.309906953417427,,20009999,20199999,Kochtitzky et al.,178.4963482008918
RGI60-01.24715,0.00036169905783872165,0.0005539070529184816,-0.027126214430219186,-0.026764515372380462,-1.2997444699480418,-1.2824137675228788,,20009999,20199999,Kochtitzky et al.,20.87042111539322
RGI60-01.26732,0.0005580349035138902,0.005872129965534486,-0.20000848523479334,-0.19945045033127945,-0.5585899329947093,-0.5570314357189732,,20009999,20199999,Kochtitzky et al.,181.6892272869267
RGI60-03.00108,0.04010913380185757,0.013289057187595623,-0.11838304673638884,-0.07827391293453126,-0.2419339796811563,-0.15996479042844702,1.0,20009999,20199999,Kochtitzky et al.,489.31963543279574
RGI60-03.00113,0.012863388077338231,0.006084465675716638,-0.1659604694482627,-0.15309708137092448,-0.16602046152328911,-0.15315242353537162,1.0,20009999,20199999,Kochtitzky et al.,999.6386464988956
RGI60-03.00123,0.016348336382531782,0.004867472339626438,-0.2690537581891718,-0.25270542180664,-0.16887226376476652,-0.1586111895754035,1.0,20009999,20199999,Kochtitzky et al.,1593.2382985281392
RGI60-03.00175,0.006517856491651467,0.006855974260579018,-0.07459490021107078,-0.0680770437194193,-0.4840234042914563,-0.4417310347213432,,20009999,20199999,Kochtitzky et al.,154.11424230666583
RGI60-03.00183,0.05071838115739176,0.016629413262509208,-0.1877548460797742,-0.13703646492238242,-0.1996505637631732,-0.14571878196018095,1.0,20009999,20199999,Kochtitzky et al.,940.4173098278363
RGI60-03.00191,0.0026631264570728787,0.02460587933040549,-0.18013330451384266,-0.17747017805676976,-0.23405003683548176,-0.2305897947272405,1.0,20009999,20199999,Kochtitzky et al.,769.6358733772032
RGI60-03.00237,0.042084177687062865,0.007466655827487614,-0.23430706841335985,-0.19222289072629695,-0.215630308231414,-0.17690068616846494,1.0,20009999,20199999,Kochtitzky et al.,1086.61472654346
RGI60-03.00251,0.010148921757764695,0.016173430762670322,-0.09671829333191667,-0.08656937157415197,-0.14024629006486994,-0.12552985353925314,1.0,20009999,20199999,Kochtitzky et al.,689.6317420388112
RGI60-03.00283,0.003128453553217365,0.0032260838246822125,-0.09727434988056699,-0.09414589632734964,-0.14552296990980995,-0.1408427859471512,1.0,20009999,20199999,Kochtitzky et al.,668.4467059795044
RGI60-03.00300,0.002973628858770244,0.002035835190714502,-0.16126129890657828,-0.15828767004780805,-0.1477119077493292,-0.14498812718545145,1.0,20009999,20199999,Kochtitzky et al.,1091.7284961226196
RGI60-03.00366,0.008902287501091255,0.009098774310265888,-0.09054920019501367,-0.08164691269392241,-0.1818302713632976,-0.1639537429280232,1.0,20009999,20199999,Kochtitzky et al.,497.98748864041465
RGI60-03.00419,0.002567096495343066,0.0017911217079391699,-0.04376943889823817,-0.0412023424028951,-0.20542286422115189,-0.1933747245127244,1.0,20009999,20199999,Kochtitzky et al.,102.86060937113704
RGI60-03.00523,0.0003910812069548912,0.00043830228613883187,-0.004571558641145056,-0.004180477434190165,-0.2329350848305214,-0.2130082849645477,,20009999,20199999,Kochtitzky et al.,19.62589124120664
RGI60-03.00552,0.0007103435959693293,0.0005344792608895687,-0.006478081931572663,-0.005767738335603335,-0.3838913136774564,-0.3417963326167841,,20009999,20199999,Kochtitzky et al.,16.874781222623643
RGI60-03.00555,0.0011423676807942838,0.0008530981932799081,-0.006340232347809539,-0.005197864667015256,-0.3648554260000536,-0.2991166606109761,,20009999,20199999,Kochtitzky et al.,17.377382645279905
RGI60-03.00560,0.0005591495106503459,0.0005878126586872098,-0.0027423364136277273,-0.0021831869029773814,-0.2469481822398095,-0.1965966080969712,,20009999,20199999,Kochtitzky et al.,11.10490625504854
RGI60-03.00562,9.475987260776304e-05,9.004764097071803e-05,-0.0013426668360153,-0.0012479069634075374,-0.2749697669143246,-0.25556353791926306,,20009999,20199999,Kochtitzky et al.,4.882961683688119
RGI60-03.00571,0.0002820764512903775,0.00033306539661564615,-0.0022059391354417052,-0.0019238626841513273,-0.4419364668980704,-0.3854254470446357,,20009999,20199999,Kochtitzky et al.,4.991530006394537
RGI60-03.00702,6.867051238459446e-05,8.563639835980473e-05,-0.032641009708725716,-0.032572339196341116,-0.5082552580254959,-0.5071859850678813,,20009999,20199999,Kochtitzky et al.,64.22168623602971
RGI60-03.00704,0.0022491612044101337,0.0015690153902849539,-0.0757987532196191,-0.07354959201520897,-0.4958872485853153,-0.4811728856979969,,20009999,20199999,Kochtitzky et al.,152.85481414547453
RGI60-03.00832,0.04541483641576825,0.006001525949298469,-0.3654538825511801,-0.32003904613541184,-0.3462674846495393,-0.3032369357286202,1.0,20009999,20199999,Kochtitzky et al.,1055.4091814917579
RGI60-03.00994,0.036061514022438776,0.013196221908073466,-0.3997286751198837,-0.3636671610974449,-0.5472355717769655,-0.4978667261736476,1.0,20009999,20199999,Kochtitzky et al.,730.450825449628
RGI60-03.01405,0.005045352833825216,0.0027286993566449803,-0.014827179232985719,-0.009781826399160505,-0.7661798224383995,-0.5054662047221279,,20009999,20199999,Kochtitzky et al.,19.35208785033988
RGI60-03.01408,0.0060920437629267575,0.0035341064913657,-0.017208855420282568,-0.011116811657355813,-1.2543109229534029,-0.8102769155584059,,20009999,20199999,Kochtitzky et al.,13.719768444463966
RGI60-03.01416,0.0028304401715480536,0.0022590252804896853,-0.013029990355250407,-0.010199550183702357,-1.1206129654067831,-0.8771877695648795,,20009999,20199999,Kochtitzky et al.,11.627556308453483
RGI60-03.01422,0.0015696892995914714,0.0009583322199128924,-0.008743756973294894,-0.00717406767370342,-0.8960627364522107,-0.7352005243084456,,20009999,20199999,Kochtitzky et al.,9.757974098905317
RGI60-03.01438,0.0005475138493261703,0.00034010373205746523,-0.0032165168425150647,-0.002669002993188895,-0.8438850538395954,-0.7002393722409687,,20009999,20199999,Kochtitzky et al.,3.81155801714964
RGI60-03.01439,0.0011276446021535962,0.0006155735251147358,-0.004512938453977774,-0.0033852938518241773,-0.7816537891916695,-0.5863425335378312,,20009999,20199999,Kochtitzky et al.,5.773577146788647
RGI60-03.01444,0.00023978708822633798,0.00022006872214860992,-0.0012901043406055833,-0.0010503172523792454,-0.4902252826837259,-0.39910885945358204,,20009999,20199999,Kochtitzky et al.,2.6316560695175486
RGI60-03.01447,0.005352346607462498,0.003867178268136408,-0.01942308734621035,-0.014070740738747851,-0.6779918279950147,-0.4911601881133951,,20009999,20199999,Kochtitzky et al.,28.64796675153018
RGI60-03.01469,0.0005995207703668363,0.00047747608843178507,-0.008556734314133244,-0.007957213543766408,-0.6852539039889658,-0.6372421353241629,,20009999,20199999,Kochtitzky et al.,12.486954491354533
RGI60-03.01471,0.0005092850938390941,0.00041900562037711434,-0.032040650968611244,-0.03153136587477215,-0.6399124083295312,-0.6297410216356661,,20009999,20199999,Kochtitzky et al.,50.07036986867036
RGI60-03.01474,6.272146566426378e-05,0.00010435928920341456,-0.006471307545260496,-0.006408586079596232,-0.5840773586042698,-0.5784163406821959,,20009999,20199999,Kochtitzky et al.,11.079538437724317
RGI60-03.01475,0.0003542493056955676,0.0003422526313216375,-0.013299367692641931,-0.012945118386946364,-0.5481570556353125,-0.5335560414473695,,20009999,20199999,Kochtitzky et al.,24.261965719346623
RGI60-03.01477,0.007839326948961094,0.004359992086737201,-0.029015797733964663,-0.02117647078500357,-0.920980897467688,-0.672155397814251,,20009999,20199999,Kochtitzky et al.,31.505319832089853
RGI60-03.01478,0.0008422486672509483,0.0008127315300659174,-0.006105245713327614,-0.005262997046076664,-0.8699675741180983,-0.7499512694093495,,20009999,20199999,Kochtitzky et al.,7.0177853692036845
RGI60-03.01482,0.013996447720842844,0.012287679369284044,-0.03145359868103395,-0.017457150960191105,-0.6923295219413726,-0.38425177040283215,,20009999,20199999,Kochtitzky et al.,45.43154333912325
RGI60-03.01483,0.02027774385958504,0.01774448810566306,-0.056530487537650026,-0.03625274367806498,-0.20135825806789973,-0.12913013199002535,,20009999,20199999,Kochtitzky et al.,280.7458113716272
RGI60-03.01485,0.0,2.3954594483940327e-05,-0.0004111440993290563,-0.0004111440993290563,-0.17012979772624587,-0.17012979772624587,1.0,20009999,20199999,Kochtitzky et al.,2.416649551248066
RGI60-03.01487,0.0003322045042402888,0.00021054871553487405,-0.0006620117955730782,-0.0003298072913327895,-0.9027182561918048,-0.4497247101972718,,20009999,20199999,Kochtitzky et al.,0.7333537247444541
RGI60-03.01490,0.02626847312158865,0.016494702096818567,-0.03393314696854935,-0.0076646738469607,-0.22452255002500174,-0.05071419160812144,,20009999,20199999,Kochtitzky et al.,151.13469433146344
RGI60-03.01493,0.0006129261647652128,0.0003889030677371136,-0.0015660336823567786,-0.0009531075175915657,-0.3133932248345855,-0.19073500264859372,,20009999,20199999,Kochtitzky et al.,4.9970246905731885
RGI60-03.01496,0.0007690125967558048,0.00040007962668648397,-0.001178487910962908,-0.0004094753142071031,-0.2757098382586309,-0.09579765019286296,,20009999,20199999,Kochtitzky et al.,4.274377433921751
RGI60-03.01499,0.0005351647494668036,0.0003526735763195946,-0.003425247318205607,-0.0028900825687388034,-0.3832210172497131,-0.3233461058537397,,20009999,20199999,Kochtitzky et al.,8.938046620688498
RGI60-03.01502,0.0016300510526041005,0.0011983079077227375,-0.008928026529009384,-0.007297975476405283,-0.3727414805052208,-0.30468751128004623,,20009999,20199999,Kochtitzky et al.,23.952328881959076
RGI60-03.01503,0.0001017677252706121,0.0001258471219351218,-0.0007696625755495983,-0.000667894850278986,-0.3610236469500824,-0.3132877215118801,,20009999,20199999,Kochtitzky et al.,2.131889647815831
RGI60-03.01506,0.014003744638768276,0.009943531453850057,-0.01606170778170431,-0.002057963142936034,-0.5373019110904752,-0.06884370856957284,,20009999,20199999,Kochtitzky et al.,29.89326382462785
RGI60-03.01508,0.0008439957748016251,0.000549151254125565,-0.004830553877888552,-0.003986558103086927,-0.2573662358133095,-0.21239913243468456,,20009999,20199999,Kochtitzky et al.,18.76918261101111
RGI60-03.01509,0.002168816390008231,0.0016795662046192605,-0.007770922573451563,-0.005602106183443332,-0.2951100386740775,-0.21274665354411604,,20009999,20199999,Kochtitzky et al.,26.332288147045546
RGI60-03.01512,0.0018571133489714206,0.001237019871994043,-0.04855718069044942,-0.046700067341478003,-0.4392110584001839,-0.4224130337213895,,20009999,20199999,Kochtitzky et al.,110.55546020930763
RGI60-03.01514,0.014905460384070555,0.0079362562956933,-0.015411648779967388,-0.0005061883958968304,-0.7058828394794858,-0.023184391709708874,,20009999,20199999,Kochtitzky et al.,21.833154056177158
RGI60-03.01516,0.0008791525601227442,0.00059696537048574,-0.0059693845048848825,-0.005090231944762139,-0.3447179558755689,-0.2939489572995374,,20009999,20199999,Kochtitzky et al.,17.316720533814088
RGI60-03.01517,0.3394443062064396,0.2252089349394738,-0.6048856219674618,-0.2654413157610221,-0.3476437597973764,-0.15255614229443235,1.0,20009999,20199999,Kochtitzky et al.,1739.9582328761444
RGI60-03.01519,0.0005470317536533,0.00050163166554166,-0.001319164595377965,-0.000772132841724665,-0.3281181357401659,-0.19205396313555853,,20009999,20199999,Kochtitzky et al.,4.020395253076169
RGI60-03.01520,0.0020446108266137693,0.001517547747592041,-0.007342345718781847,-0.005297734892168077,-0.3111084944378165,-0.22447462832171616,,20009999,20199999,Kochtitzky et al.,23.600595451595467
RGI60-03.01522,0.0004881465583518536,0.0003555853309586674,-0.0013765639470661813,-0.0008884173887143277,-0.4164591087047504,-0.2687775708860568,,20009999,20199999,Kochtitzky et al.,3.305400021979347
RGI60-03.01523,0.02097003660597244,0.011312342594125002,-0.0201575249729292,0.0008125116330432412,-0.7528352746940709,0.0303453632961244,,20009999,20199999,Kochtitzky et al.,26.77547884710981
RGI60-03.01527,0.008762981234656669,0.007998219267167473,-0.0011149097672655632,0.007648071467391104,-0.09164067251785077,0.6286377905319428,,20009999,20199999,Kochtitzky et al.,12.16610197888268
RGI60-03.01529,0.007165253679956022,0.006170908144008829,-0.010511237303720486,-0.003345983623764464,-0.2759629055947579,-0.08784573463674822,,20009999,20199999,Kochtitzky et al.,38.089312333723136
RGI60-03.01530,0.002897711735898276,0.0019069408964631823,-0.012581802392230414,-0.009684090656332136,-0.3323942659038675,-0.25584062635142,,20009999,20199999,Kochtitzky et al.,37.852044041786286
RGI60-03.01533,0.002341186660417733,0.0013061323916460901,-0.006345151833293678,-0.004003965172875945,-0.2953958075637513,-0.18640287210981893,,20009999,20199999,Kochtitzky et al.,21.480168881287494
RGI60-03.01535,0.008191692820486644,0.006770896453314311,-0.016706778953820438,-0.008515086133333793,-0.6464982050183979,-0.3295062391137036,,20009999,20199999,Kochtitzky et al.,25.84195721524857
RGI60-03.01544,0.0295707352258288,0.025642862362793246,-0.10312553315220843,-0.07355479792637963,-0.7220620887162972,-0.515014365525144,,20009999,20199999,Kochtitzky et al.,142.82086646530354
RGI60-03.01555,0.006819122816074026,0.005572802604156793,-0.21995788074277192,-0.2131387579266979,-0.4418386119888433,-0.4281407542450735,1.0,20009999,20199999,Kochtitzky et al.,497.82403523467065
RGI60-03.01564,0.012426533939525385,0.012684053710783271,-0.04963476372344415,-0.037208229783918766,-0.4690944075622666,-0.3516521727428687,,20009999,20199999,Kochtitzky et al.,105.80975369410204
RGI60-03.01566,0.00943437172173613,0.008673957247471907,-0.05544453914754363,-0.04601016742580751,-0.7191495104413699,-0.5967799514311743,,20009999,20199999,Kochtitzky et al.,77.09737452719
RGI60-03.01571,0.014456039176791785,0.008790027641291165,-0.03362499870696476,-0.01916895953017297,-0.5013631517894257,-0.285817407766348,,20009999,20199999,Kochtitzky et al.,67.06715199741559
RGI60-03.01572,0.018074102659941558,0.01406948536220034,-0.08707353834256157,-0.06899943568262003,-0.4651860501178293,-0.3686260551314693,,20009999,20199999,Kochtitzky et al.,187.1800289808912
RGI60-03.01575,0.0017187844512955375,0.001180155282860101,-0.0056127415597178425,-0.003893957108422304,-0.7832007764633145,-0.5433619557185715,,20009999,20199999,Kochtitzky et al.,7.166414702834178
RGI60-03.01576,0.025596375785267057,0.018900194614610344,-0.09505041874996732,-0.06945404296470026,-0.5195170419928553,-0.3796149394184354,,20009999,20199999,Kochtitzky et al.,182.95919299462463
RGI60-03.01577,0.0015875124739476282,0.0009712362859223932,-0.0050104962712005045,-0.003422983797252877,-0.7314230387310741,-0.4996808848864906,,20009999,20199999,Kochtitzky et al.,6.850339688360213
RGI60-03.01582,0.0009880200705263528,0.0005945131596393527,-0.004170604967063487,-0.003182584896537134,-0.7996518386935416,-0.6102135983658299,,20009999,20199999,Kochtitzky et al.,5.215526014268103
RGI60-03.01585,0.0019629697351618547,0.001263328204725197,-0.03260311877488089,-0.03064014903971904,-0.3315905158842113,-0.31162610230642496,,20009999,20199999,Kochtitzky et al.,98.32343572294941
RGI60-03.01586,0.005089757946357928,0.003399473041448731,-0.05918395373640399,-0.05409419579004606,-0.4825513604470386,-0.4410524495716333,,20009999,20199999,Kochtitzky et al.,122.64798856141572
RGI60-03.01590,0.0008033463811220945,0.0004897145679212821,-0.04491295019714618,-0.044109603816024086,-0.6144766638289063,-0.6034856778882345,1.0,20009999,20199999,Kochtitzky et al.,73.0913846545223
RGI60-03.01605,0.00043309587104798487,0.0002929042555779112,-0.008220598279873457,-0.007787502408825472,-0.5060787709051473,-0.4794164017390637,,20009999,20199999,Kochtitzky et al.,16.24371294051814
RGI60-03.01608,0.00035792458140334867,0.00023786923221489633,-0.004507482836991976,-0.004149558255588628,-0.2801964584920413,-0.2579469672031534,1.0,20009999,20199999,Kochtitzky et al.,16.086865841382526
RGI60-03.01609,0.0003884315756942028,0.0003668402551261723,-0.0029364605060781877,-0.002548028930383985,-0.4232280530356168,-0.3672439391071876,,20009999,20199999,Kochtitzky et al.,6.938246378084654
RGI60-03.01614,0.0008710611007159384,0.0005336438987864939,-0.0020181014431329006,-0.0011470403424169624,-0.3194604640996998,-0.18157364753713728,,20009999,20199999,Kochtitzky et al.,6.317218153489801
RGI60-03.01617,0.0012621836286315555,0.000814264979344669,-0.002642312941732189,-0.0013801293131006332,-0.3390474816934273,-0.17709082093481882,,20009999,20199999,Kochtitzky et al.,7.7933418898578175
RGI60-03.01618,0.003508050712473963,0.0022880092829244626,-0.007149905803497991,-0.003641855091024028,-0.7777669818966866,-0.3961611132366349,,20009999,20199999,Kochtitzky et al.,9.192863633863718
RGI60-03.01619,0.001448851437485976,0.0009985549812679224,-0.002857533170580268,-0.001408681733094292,-0.8510303827698095,-0.4195335217307843,,20009999,20199999,Kochtitzky et al.,3.357733435180053
RGI60-03.01621,0.0009575619786545516,0.0006597826146603058,-0.009891842750765715,-0.008934280772111164,-0.7377836729701233,-0.6663638565103835,,20009999,20199999,Kochtitzky et al.,13.407511053943164
RGI60-03.01630,0.0,0.00033490242905438576,-0.024634273749025937,-0.024634273749025937,-0.4005095109473134,-0.4005095109473134,,20009999,20199999,Kochtitzky et al.,61.50733771779654
RGI60-03.01633,0.048952625734099496,0.010118640597586557,-0.0981625467935358,-0.0492099210594363,-0.3032361408399896,-0.15201547882095753,1.0,20009999,20199999,Kochtitzky et al.,323.71651519379355
RGI60-03.01637,0.010896871489535446,0.008558357963852486,-0.0458449102772133,-0.03494803878767785,-0.3653773959886808,-0.27853088445240004,1.0,20009999,20199999,Kochtitzky et al.,125.472759892989
RGI60-03.01641,0.008065283877263133,0.00371942783762981,-0.04820372531301554,-0.0401384414357524,-0.2530080046426716,-0.21067556316823485,1.0,20009999,20199999,Kochtitzky et al.,190.5225306254427
RGI60-03.01644,0.004198969947907675,0.002833376447006345,-0.044155716519881975,-0.0399567465719743,-0.2529562503855241,-0.22890147838276506,1.0,20009999,20199999,Kochtitzky et al.,174.55870907552347
RGI60-03.01650,1.8784116932957026e-05,7.729031341232993e-05,-0.005746389938549684,-0.005727605821616725,-0.3311487529438697,-0.33006627560348395,1.0,20009999,20199999,Kochtitzky et al.,17.352896205904504
RGI60-03.01651,0.00013963369328235536,0.0001682810909707626,-0.006599834771611181,-0.006460201078328826,-0.2835357203612957,-0.2775369126363175,1.0,20009999,20199999,Kochtitzky et al.,23.276907626317183
RGI60-03.01653,0.0009622995228006574,0.0009227632497932528,-0.00936512298756273,-0.008402823464762073,-0.2578671576307267,-0.2313703947944503,,20009999,20199999,Kochtitzky et al.,36.31762599630411
RGI60-03.01658,0.0009129433188240892,0.0005851506149210103,-0.0058625500536018576,-0.004949606734777769,-0.6572593496958941,-0.5549078940062533,,20009999,20199999,Kochtitzky et al.,8.919690615758283
RGI60-03.01659,0.0008509677059339657,0.0005999400172760263,-0.0047675208595893215,-0.003916553153655356,-0.5347724474803527,-0.4393194654732118,,20009999,20199999,Kochtitzky et al.,8.915045795743767
RGI60-03.01660,0.00039993189662543673,0.00026014339125052954,-0.0013997221292958964,-0.00099979023267046,-0.5179051660000611,-0.3699280847098572,,20009999,20199999,Kochtitzky et al.,2.702661068446905
RGI60-03.01662,0.0019225369732691559,0.0007222247534248278,-0.017450483669569757,-0.0155279466963006,-0.3613441330503617,-0.3215344940158503,1.0,20009999,20199999,Kochtitzky et al.,48.29325308884322
RGI60-03.01663,0.000121976073384245,0.00012226191122505301,-0.001510060948957678,-0.001388084875573433,-0.5775378208925573,-0.5308868591072116,1.0,20009999,20199999,Kochtitzky et al.,2.6146529185291287
RGI60-03.01664,0.0019440811598582168,0.0008818476221905395,-0.007626668886555105,-0.005682587726696889,-0.4094975526619622,-0.3051143036996806,1.0,20009999,20199999,Kochtitzky et al.,18.624455352608358
RGI60-03.01666,0.01981976803836639,0.011037846847191031,-0.08833340517914022,-0.06851363714077383,-0.5594663610277401,-0.4339363480235851,1.0,20009999,20199999,Kochtitzky et al.,157.8886798785752
RGI60-03.01667,0.014051058017130757,0.007903655764616206,-0.04383461498902508,-0.029783556971894318,-0.7154168790303647,-0.4860920845452963,1.0,20009999,20199999,Kochtitzky et al.,61.27142967109753
RGI60-03.01678,0.09798576263423953,0.035128919081293536,-0.5448730020744257,-0.44688723944018616,-0.2882003193738016,-0.2363725944218209,1.0,20009999,20199999,Kochtitzky et al.,1890.6051293014511
RGI60-03.01679,0.009451905728129751,0.006609881793123683,-0.07289665856556067,-0.06344475283743094,-0.7624639935054264,-0.6636016048923031,1.0,20009999,20199999,Kochtitzky et al.,95.60668987189608
